Rgp,Rgp_lib,Dut,Dut_lib,Âge au bac,Sexe,Mention au Bac,Année de cohorte des données sur le passage entre L1 et L2,Effectif de néobacheliers de la cohorte,Passage en 2ème année de DUT en 1 an,Passage en 2ème année de DUT en 2 ans,Année de cohorte des données sur la réussite en licence,Effectif de néobacheliers de la cohorte.1,Obtention du DUT en 2 ans,Obtention du DUT en 3 ans
AGSC,"Administration, gestion, statistique, commerce",GLT,Gestion logistique et transport,En retard d'un an,Homme,Bien,2014,0.0,0.0,0.0,2013,2.0,2.0,0.0
EAI,"Électronique, automatique, informatique",INFO,Informatique,En retard de plus d'un an,Homme,Inconnue,2014,1.0,0.0,1.0,2013,1.0,1.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",MP,Mesures physiques,En retard de plus d'un an,Homme,Inconnue,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",A l'heure ou en avance,Homme,Bien,2014,5.0,5.0,0.0,2013,13.0,10.0,1.0
EAI,"Électronique, automatique, informatique",RT,Réseaux et télécommunications,A l'heure ou en avance,Homme,Bien,2014,0.0,0.0,0.0,2013,2.0,2.0,0.0
CES,"Construction, énergie, sécurité",GTE,Génie thermique et énergie,En retard d'un an,Homme,Passable deuxième groupe,2014,2.0,0.0,0.0,2013,4.0,0.0,0.0
CM,Communication et médiation,INFOCOM,Information-Communication,A l'heure ou en avance,Homme,Bien,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
CM,Communication et médiation,INFOCOM,Information-Communication,En retard d'un an,Homme,Assez bien,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
CM,Communication et médiation,MMI,Métiers du multimédia et de l'internet,En retard de plus d'un an,Homme,Passable deuxième groupe,2014,1.0,0.0,0.0,2013,1.0,0.0,0.0
EAI,"Électronique, automatique, informatique",RT,Réseaux et télécommunications,En retard de plus d'un an,Femme,Assez bien,2014,0.0,0.0,0.0,2013,1.0,1.0,0.0
AGSC,"Administration, gestion, statistique, commerce",STID,Statistique et informatique décisionnelle,A l'heure ou en avance,Homme,Bien,2014,10.0,8.0,0.0,2013,8.0,5.0,0.0
EAI,"Électronique, automatique, informatique",GE2I,Génie électrique et informatique industrielle,A l'heure ou en avance,Homme,Bien,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GEA,Gestion des entreprises et administrations,En retard d'un an,Homme,Inconnue,2014,3.0,1.0,1.0,2013,1.0,1.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GEA,Gestion des entreprises et administrations,A l'heure ou en avance,Femme,Très bien,2014,53.0,49.0,1.0,2013,14.0,11.0,1.0
AGSC,"Administration, gestion, statistique, commerce",GLT,Gestion logistique et transport,A l'heure ou en avance,Homme,Passable premier groupe,2014,80.0,64.0,5.0,2013,76.0,54.0,10.0
AGSC,"Administration, gestion, statistique, commerce",GLT,Gestion logistique et transport,En retard de plus d'un an,Femme,Assez bien,2014,1.0,0.0,0.0,2013,1.0,0.0,1.0
SIMC,"Sciences industrielles, matériaux, contrôle",GMP,Génie mécanique et productique,Non pris en compte,Femme,Bien,2014,0.0,0.0,0.0,2013,1.0,1.0,0.0
CES,"Construction, énergie, sécurité",HSE,"Hygiène, sécurité, environnement",En retard de plus d'un an,Femme,Bien,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
EAI,"Électronique, automatique, informatique",INFO,Informatique,En retard de plus d'un an,Homme,Bien,2014,0.0,0.0,0.0,2013,1.0,1.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",PEC,"Packaging, emballage et conditionnement",A l'heure ou en avance,Femme,Assez bien,2014,11.0,11.0,0.0,2013,10.0,10.0,0.0
AGSC,"Administration, gestion, statistique, commerce",STID,Statistique et informatique décisionnelle,En retard de plus d'un an,Homme,Passable premier groupe,2014,0.0,0.0,0.0,2013,1.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,A l'heure ou en avance,Femme,Passable premier groupe,2014,534.0,459.0,20.0,2013,468.0,381.0,23.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,A l'heure ou en avance,Homme,Bien,2014,44.0,42.0,1.0,2013,46.0,42.0,2.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,A l'heure ou en avance,Homme,Passable premier groupe,2014,138.0,115.0,10.0,2013,147.0,110.0,14.0
CBPI,"Chimie, biologie, procédés industriels",GCGP,Génie chimique - Génie des procédés,A l'heure ou en avance,Femme,Bien,2014,17.0,14.0,0.0,2013,14.0,13.0,0.0
EAI,"Électronique, automatique, informatique",GE2I,Génie électrique et informatique industrielle,A l'heure ou en avance,Femme,Passable deuxième groupe,2014,10.0,6.0,2.0,2013,4.0,0.0,4.0
CBPI,"Chimie, biologie, procédés industriels",GCGP,Génie chimique - Génie des procédés,A l'heure ou en avance,Homme,Passable deuxième groupe,2014,1.0,0.0,0.0,2013,2.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",CJ,Carrières juridiques,En retard d'un an,Homme,Bien,2014,3.0,3.0,0.0,2013,3.0,2.0,0.0
AGSC,"Administration, gestion, statistique, commerce",CJ,Carrières juridiques,En retard de plus d'un an,Homme,Passable premier groupe,2014,0.0,0.0,0.0,2013,3.0,1.0,0.0
AGSC,"Administration, gestion, statistique, commerce",CJ,Carrières juridiques,A l'heure ou en avance,Femme,Passable deuxième groupe,2014,6.0,3.0,1.0,2013,4.0,4.0,0.0
CM,Communication et médiation,CS,Carrières sociales,En retard d'un an,Homme,Passable premier groupe,2014,2.0,2.0,0.0,2013,1.0,0.0,0.0
EAI,"Électronique, automatique, informatique",RT,Réseaux et télécommunications,A l'heure ou en avance,Homme,Assez bien,2014,133.0,79.0,16.0,2013,124.0,55.0,21.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",A l'heure ou en avance,Homme,Assez bien,2014,30.0,27.0,1.0,2013,29.0,25.0,2.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",A l'heure ou en avance,Homme,Passable deuxième groupe,2014,0.0,0.0,0.0,2013,4.0,0.0,1.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",En retard de plus d'un an,Homme,Assez bien,2014,1.0,1.0,0.0,2013,1.0,1.0,0.0
AGSC,"Administration, gestion, statistique, commerce",STID,Statistique et informatique décisionnelle,En retard d'un an,Homme,Bien,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
CBPI,"Chimie, biologie, procédés industriels",GCGP,Génie chimique - Génie des procédés,Non pris en compte,Femme,Passable premier groupe,2014,1.0,0.0,0.0,2013,0.0,0.0,0.0
CBPI,"Chimie, biologie, procédés industriels",GCGP,Génie chimique - Génie des procédés,En retard de plus d'un an,Femme,Passable deuxième groupe,2014,0.0,0.0,0.0,2013,1.0,0.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",GIM,Génie industriel et maintenance,A l'heure ou en avance,Homme,Très bien,2014,1.0,0.0,0.0,2013,0.0,0.0,0.0
CM,Communication et médiation,CS,Carrières sociales,A l'heure ou en avance,Femme,Assez bien,2014,86.0,77.0,0.0,2013,100.0,90.0,1.0
AGSC,"Administration, gestion, statistique, commerce",GEA,Gestion des entreprises et administrations,A l'heure ou en avance,Homme,Bien,2014,134.0,119.0,2.0,2013,74.0,59.0,4.0
AGSC,"Administration, gestion, statistique, commerce",GLT,Gestion logistique et transport,En retard d'un an,Homme,Assez bien,2014,24.0,16.0,0.0,2013,25.0,19.0,3.0
SIMC,"Sciences industrielles, matériaux, contrôle",GMP,Génie mécanique et productique,En retard d'un an,Homme,Passable deuxième groupe,2014,0.0,0.0,0.0,2013,1.0,0.0,0.0
CES,"Construction, énergie, sécurité",HSE,"Hygiène, sécurité, environnement",En retard d'un an,Homme,Assez bien,2014,7.0,6.0,0.0,2013,17.0,12.0,2.0
EAI,"Électronique, automatique, informatique",INFO,Informatique,A l'heure ou en avance,Homme,Assez bien,2014,24.0,6.0,6.0,2013,13.0,7.0,3.0
CM,Communication et médiation,MMI,Métiers du multimédia et de l'internet,En retard d'un an,Femme,Passable premier groupe,2014,10.0,7.0,0.0,2013,10.0,8.0,1.0
EAI,"Électronique, automatique, informatique",RT,Réseaux et télécommunications,En retard d'un an,Femme,Passable deuxième groupe,2014,0.0,0.0,0.0,2013,1.0,0.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",SGM,Sciences et génie des matériaux,A l'heure ou en avance,Femme,Passable deuxième groupe,2014,4.0,4.0,0.0,2013,4.0,2.0,1.0
CBPI,"Chimie, biologie, procédés industriels",GCGP,Génie chimique - Génie des procédés,En retard de plus d'un an,Homme,Passable deuxième groupe,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
CBPI,"Chimie, biologie, procédés industriels",CHIMIE,Chimie,A l'heure ou en avance,Homme,Passable premier groupe,2014,148.0,81.0,37.0,2013,124.0,59.0,28.0
CBPI,"Chimie, biologie, procédés industriels",CHIMIE,Chimie,Non pris en compte,Homme,Inconnue,2014,0.0,0.0,0.0,2013,2.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,A l'heure ou en avance,Femme,Assez bien,2014,32.0,27.0,1.0,2013,41.0,34.0,1.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,En retard de plus d'un an,Homme,Passable premier groupe,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
EAI,"Électronique, automatique, informatique",GE2I,Génie électrique et informatique industrielle,En retard de plus d'un an,Homme,Assez bien,2014,22.0,12.0,3.0,2013,28.0,11.0,8.0
EAI,"Électronique, automatique, informatique",INFO,Informatique,A l'heure ou en avance,Femme,Bien,2014,4.0,2.0,1.0,2013,3.0,0.0,1.0
EAI,"Électronique, automatique, informatique",INFO,Informatique,A l'heure ou en avance,Homme,Très bien,2014,40.0,33.0,2.0,2013,35.0,26.0,3.0
SIMC,"Sciences industrielles, matériaux, contrôle",MP,Mesures physiques,A l'heure ou en avance,Homme,Très bien,2014,25.0,21.0,2.0,2013,18.0,17.0,1.0
CES,"Construction, énergie, sécurité",GTE,Génie thermique et énergie,A l'heure ou en avance,Homme,Passable premier groupe,2014,137.0,102.0,14.0,2013,128.0,81.0,22.0
CES,"Construction, énergie, sécurité",HSE,"Hygiène, sécurité, environnement",A l'heure ou en avance,Homme,Inconnue,2014,3.0,3.0,0.0,2013,7.0,6.0,0.0
CBPI,"Chimie, biologie, procédés industriels",GB,Génie biologique,En retard d'un an,Femme,Assez bien,2014,25.0,19.0,2.0,2013,45.0,34.0,7.0
CM,Communication et médiation,INFOCOM,Information-Communication,A l'heure ou en avance,Femme,Bien,2014,120.0,113.0,1.0,2013,110.0,101.0,0.0
CM,Communication et médiation,INFOCOM,Information-Communication,Non pris en compte,Homme,Assez bien,2014,1.0,1.0,0.0,2013,2.0,1.0,0.0
CES,"Construction, énergie, sécurité",GCCD,Génie civil - Construction durable,Non pris en compte,Femme,Assez bien,2014,3.0,3.0,0.0,2013,7.0,4.0,0.0
CES,"Construction, énergie, sécurité",GCCD,Génie civil - Construction durable,A l'heure ou en avance,Femme,Bien,2014,33.0,32.0,0.0,2013,39.0,35.0,2.0
AGSC,"Administration, gestion, statistique, commerce",GACO,Gestion administrative et commerciale des organisations,A l'heure ou en avance,Femme,Passable deuxième groupe,2014,12.0,8.0,0.0,2013,12.0,12.0,0.0
EAI,"Électronique, automatique, informatique",RT,Réseaux et télécommunications,A l'heure ou en avance,Femme,Assez bien,2014,8.0,8.0,0.0,2013,14.0,13.0,1.0
AGSC,"Administration, gestion, statistique, commerce",STID,Statistique et informatique décisionnelle,Non pris en compte,Homme,Passable premier groupe,2014,0.0,0.0,0.0,2013,2.0,0.0,0.0
EAI,"Électronique, automatique, informatique",INFO,Informatique,A l'heure ou en avance,Homme,Passable deuxième groupe,2014,1.0,0.0,0.0,2013,1.0,0.0,0.0
CM,Communication et médiation,INFOCOM,Information-Communication,En retard d'un an,Femme,Passable premier groupe,2014,4.0,2.0,0.0,2013,9.0,5.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",GMP,Génie mécanique et productique,En retard de plus d'un an,Homme,Passable premier groupe,2014,9.0,3.0,1.0,2013,9.0,2.0,2.0
CES,"Construction, énergie, sécurité",HSE,"Hygiène, sécurité, environnement",En retard d'un an,Femme,Passable deuxième groupe,2014,3.0,2.0,0.0,2013,4.0,3.0,1.0
CM,Communication et médiation,INFOCOM,Information-Communication,En retard d'un an,Homme,Bien,2014,5.0,5.0,0.0,2013,6.0,6.0,0.0
CM,Communication et médiation,INFOCOM,Information-Communication,Non pris en compte,Femme,Très bien,2014,1.0,0.0,0.0,2013,2.0,2.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",A l'heure ou en avance,Femme,Bien,2014,8.0,8.0,0.0,2013,11.0,10.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",A l'heure ou en avance,Femme,Passable deuxième groupe,2014,0.0,0.0,0.0,2013,3.0,0.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",En retard d'un an,Femme,Bien,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",En retard de plus d'un an,Homme,Bien,2014,0.0,0.0,0.0,2013,2.0,2.0,0.0
CBPI,"Chimie, biologie, procédés industriels",CHIMIE,Chimie,En retard de plus d'un an,Femme,Assez bien,2014,0.0,0.0,0.0,2013,1.0,1.0,0.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,En retard de plus d'un an,Homme,Bien,2014,0.0,0.0,0.0,2013,1.0,1.0,0.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,En retard d'un an,Femme,Passable deuxième groupe,2014,31.0,26.0,3.0,2013,27.0,18.0,1.0
EAI,"Électronique, automatique, informatique",GE2I,Génie électrique et informatique industrielle,A l'heure ou en avance,Homme,Très bien,2014,21.0,16.0,2.0,2013,13.0,10.0,1.0
CBPI,"Chimie, biologie, procédés industriels",GCGP,Génie chimique - Génie des procédés,A l'heure ou en avance,Homme,Très bien,2014,2.0,1.0,0.0,2013,0.0,0.0,0.0
CBPI,"Chimie, biologie, procédés industriels",GB,Génie biologique,En retard de plus d'un an,Femme,Inconnue,2014,3.0,1.0,1.0,2013,4.0,1.0,0.0
CBPI,"Chimie, biologie, procédés industriels",GB,Génie biologique,En retard d'un an,Femme,Assez bien,2014,27.0,13.0,0.0,2013,29.0,9.0,8.0
CM,Communication et médiation,CS,Carrières sociales,En retard d'un an,Femme,Assez bien,2014,14.0,12.0,0.0,2013,18.0,13.0,0.0
CM,Communication et médiation,CS,Carrières sociales,En retard d'un an,Homme,Assez bien,2014,2.0,2.0,0.0,2013,1.0,1.0,0.0
CBPI,"Chimie, biologie, procédés industriels",CHIMIE,Chimie,A l'heure ou en avance,Homme,Assez bien,2014,37.0,9.0,8.0,2013,32.0,8.0,7.0
SIMC,"Sciences industrielles, matériaux, contrôle",GIM,Génie industriel et maintenance,En retard d'un an,Femme,Passable premier groupe,2014,0.0,0.0,0.0,2013,4.0,2.0,2.0
SIMC,"Sciences industrielles, matériaux, contrôle",GIM,Génie industriel et maintenance,A l'heure ou en avance,Femme,Passable premier groupe,2014,3.0,1.0,1.0,2013,2.0,0.0,1.0
AGSC,"Administration, gestion, statistique, commerce",GLT,Gestion logistique et transport,En retard d'un an,Homme,Passable deuxième groupe,2014,5.0,3.0,0.0,2013,4.0,2.0,1.0
AGSC,"Administration, gestion, statistique, commerce",GLT,Gestion logistique et transport,Non pris en compte,Homme,Très bien,2014,9.0,8.0,0.0,2013,4.0,3.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",GMP,Génie mécanique et productique,A l'heure ou en avance,Femme,Passable premier groupe,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
CES,"Construction, énergie, sécurité",GTE,Génie thermique et énergie,En retard d'un an,Femme,Assez bien,2014,1.0,1.0,0.0,2013,2.0,2.0,0.0
CES,"Construction, énergie, sécurité",HSE,"Hygiène, sécurité, environnement",A l'heure ou en avance,Homme,Assez bien,2014,3.0,3.0,0.0,2013,4.0,2.0,0.0
CM,Communication et médiation,INFOCOM,Information-Communication,En retard d'un an,Femme,Très bien,2014,1.0,1.0,0.0,2013,3.0,3.0,0.0
CM,Communication et médiation,INFOCOM,Information-Communication,En retard de plus d'un an,Homme,Passable deuxième groupe,2014,0.0,0.0,0.0,2013,1.0,1.0,0.0
CM,Communication et médiation,INFOCOM,Information-Communication,En retard d'un an,Femme,Passable deuxième groupe,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
CM,Communication et médiation,MMI,Métiers du multimédia et de l'internet,Non pris en compte,Femme,Assez bien,2014,7.0,3.0,0.0,2013,4.0,4.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",Non pris en compte,Homme,Inconnue,2014,7.0,4.0,0.0,2013,5.0,2.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",SGM,Sciences et génie des matériaux,En retard d'un an,Femme,Inconnue,2014,0.0,0.0,0.0,2013,1.0,1.0,0.0
AGSC,"Administration, gestion, statistique, commerce",STID,Statistique et informatique décisionnelle,En retard de plus d'un an,Homme,Passable deuxième groupe,2014,1.0,1.0,0.0,2013,1.0,1.0,0.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,A l'heure ou en avance,Femme,Très bien,2014,119.0,112.0,0.0,2013,96.0,90.0,1.0
CBPI,"Chimie, biologie, procédés industriels",GB,Génie biologique,A l'heure ou en avance,Femme,Passable premier groupe,2014,246.0,186.0,22.0,2013,248.0,175.0,34.0
CBPI,"Chimie, biologie, procédés industriels",GB,Génie biologique,En retard d'un an,Femme,Bien,2014,33.0,24.0,3.0,2013,27.0,15.0,4.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,En retard d'un an,Femme,Passable premier groupe,2014,1.0,1.0,0.0,2013,5.0,3.0,0.0
CBPI,"Chimie, biologie, procédés industriels",CHIMIE,Chimie,A l'heure ou en avance,Femme,Passable premier groupe,2014,172.0,111.0,32.0,2013,139.0,79.0,29.0
AGSC,"Administration, gestion, statistique, commerce",CJ,Carrières juridiques,A l'heure ou en avance,Femme,Passable premier groupe,2014,32.0,16.0,5.0,2013,37.0,17.0,7.0
AGSC,"Administration, gestion, statistique, commerce",CJ,Carrières juridiques,En retard de plus d'un an,Femme,Assez bien,2014,7.0,0.0,2.0,2013,5.0,2.0,0.0
AGSC,"Administration, gestion, statistique, commerce",CJ,Carrières juridiques,A l'heure ou en avance,Homme,Très bien,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
CM,Communication et médiation,CS,Carrières sociales,En retard d'un an,Homme,Très bien,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
CM,Communication et médiation,CS,Carrières sociales,En retard d'un an,Homme,Bien,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
EAI,"Électronique, automatique, informatique",RT,Réseaux et télécommunications,Non pris en compte,Homme,Bien,2014,26.0,21.0,1.0,2013,13.0,11.0,1.0
SIMC,"Sciences industrielles, matériaux, contrôle",SGM,Sciences et génie des matériaux,En retard d'un an,Homme,Assez bien,2014,8.0,5.0,1.0,2013,18.0,12.0,2.0
AGSC,"Administration, gestion, statistique, commerce",STID,Statistique et informatique décisionnelle,A l'heure ou en avance,Homme,Passable premier groupe,2014,52.0,36.0,9.0,2013,39.0,27.0,5.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,A l'heure ou en avance,Homme,Assez bien,2014,524.0,462.0,13.0,2013,545.0,449.0,30.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,En retard d'un an,Homme,Assez bien,2014,216.0,158.0,15.0,2013,212.0,133.0,30.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,En retard d'un an,Homme,Inconnue,2014,4.0,4.0,0.0,2013,2.0,1.0,0.0
CBPI,"Chimie, biologie, procédés industriels",GCGP,Génie chimique - Génie des procédés,Non pris en compte,Homme,Passable premier groupe,2014,0.0,0.0,0.0,2013,1.0,0.0,0.0
EAI,"Électronique, automatique, informatique",GE2I,Génie électrique et informatique industrielle,A l'heure ou en avance,Homme,Inconnue,2014,6.0,0.0,0.0,2013,2.0,0.0,0.0
